id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-3,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006106,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-4,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006171,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-7,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006241,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-9,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006311,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-11,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006371,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-13,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006436,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-15,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006496,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-16,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006556,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-20,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006705,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-22,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006770,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-24,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006830,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-26,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337006936,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
835c25b3-88b0-4efa-82ac-1c29b5e47bf0-28,816befd5-e3a6-4ca3-896c-878a2e2cf748,1337007057,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
